run_id,alpha,threads_case,role,threads,tickets,ready,effective,run_ticks,work,stride,pass,tick_share,work_share,effective_share,sample_pid,result_pid
74,100,3_8_13,1,8,100,8,800,210,37773,12500,62800000,0.3230769230769231,0.3386073112573283,0.3333333333333333,3,3
74,100,3_8_13,2,13,100,13,1300,353,60341,7692,62806204,0.5430769230769231,0.5409129210965093,0.5416666666666666,4,4
75,0,1_2_3,0,1,100,1,100,228,37637,100000,347400000,0.3480916030534351,0.33141372782107165,0.3333333333333333,4,4
75,0,1_2_3,1,2,100,2,100,267,34392,100000,347500000,0.4076335877862595,0.3028397833839651,0.3333333333333333,3,3
75,0,1_2_3,2,3,100,3,100,160,41536,100000,347500000,0.24427480916030533,0.36574648879496324,0.3333333333333333,2,2
76,25,1_2_3,0,1,100,1,100,225,37888,100000,334100000,0.3435114503816794,0.3319519524781622,0.3333333333333333,2,2
76,25,1_2_3,1,2,100,2,100,206,38873,100000,334000000,0.3145038167938931,0.3405819322393264,0.3333333333333333,3,3
76,25,1_2_3,2,3,100,3,100,224,37376,100000,334000000,0.3419847328244275,0.32746611528251135,0.3333333333333333,4,4
77,50,1_2_3,0,1,100,1,100,212,37887,100000,330100000,0.3231707317073171,0.33578537813189635,0.3333333333333333,4,4
77,50,1_2_3,1,2,100,2,100,269,34496,100000,330100000,0.4100609756097561,0.30573158085987007,0.3333333333333333,3,3
77,50,1_2_3,2,3,100,3,100,175,40448,100000,330200000,0.26676829268292684,0.3584830410082335,0.3333333333333333,2,2
78,75,1_2_3,0,1,100,1,100,223,38592,100000,331400000,0.34045801526717556,0.33529687744356984,0.3333333333333333,2,2
78,75,1_2_3,1,2,100,2,100,216,38334,100000,331300000,0.3297709923664122,0.33305530938852107,0.3333333333333333,3,3
78,75,1_2_3,2,3,100,3,100,216,38172,100000,331300000,0.3297709923664122,0.3316478131679091,0.3333333333333333,4,4
79,100,1_2_3,0,1,100,1,100,108,18304,100000,184300000,0.1648854961832061,0.1686010095427582,0.16666666666666666,4,4
79,100,1_2_3,1,2,100,2,200,220,36096,50000,184350000,0.33587786259541985,0.3324859069304742,0.3333333333333333,3,3
79,100,1_2_3,2,3,100,3,300,327,54164,33333,184331766,0.49923664122137407,0.4989130835267676,0.5,2,2
80,0,1_3_5,0,1,100,1,100,238,38955,100000,356000000,0.363914373088685,0.32559636248140283,0.3333333333333333,2,2
80,0,1_3_5,1,3,100,3,100,167,43119,100000,355900000,0.25535168195718655,0.360400193911837,0.3333333333333333,3,3
80,0,1_3_5,2,5,100,5,100,249,37568,100000,355900000,0.38073394495412843,0.3140034436067602,0.3333333333333333,4,4
81,25,1_3_5,0,1,100,1,100,224,38464,100000,352200000,0.3425076452599388,0.3241803624104509,0.3333333333333333,4,4
81,25,1_3_5,1,3,100,3,100,198,40896,100000,352200000,0.30275229357798167,0.34467762326169404,0.3333333333333333,3,3
81,25,1_3_5,2,5,100,5,100,232,39290,100000,352300000,0.3547400611620795,0.33114201432785506,0.3333333333333333,2,2
82,50,1_3_5,0,1,100,1,100,115,32320,100000,272800000,0.17611026033690658,0.27599870198630255,0.25,2,2
82,50,1_3_5,1,3,100,3,100,214,25856,100000,272800000,0.327718223583461,0.22079896158904203,0.25,3,3
82,50,1_3_5,2,5,100,5,200,324,58926,50000,272800000,0.49617151607963245,0.5032023364246554,0.5,4,4
83,75,1_3_5,0,1,100,1,100,141,22848,100000,224200000,0.2152671755725191,0.19393116326444002,0.2,4,4
83,75,1_3_5,1,3,100,3,100,129,23967,100000,224300000,0.1969465648854962,0.20342910495268005,0.2,3,3
83,75,1_3_5,2,5,100,5,300,385,71000,33333,224231378,0.5877862595419847,0.6026397317828799,0.6,2,2
84,100,1_3_5,0,1,100,1,100,76,10829,100000,129000000,0.1162079510703364,0.10856140350877193,0.1111111111111111,2,2
84,100,1_3_5,1,3,100,3,300,209,33984,33333,128932333,0.3195718654434251,0.34069172932330827,0.3333333333333333,3,3
84,100,1_3_5,2,5,100,5,500,369,54937,20000,128900000,0.5642201834862385,0.5507468671679198,0.5555555555555556,4,4
85,0,1_5_7,0,1,100,1,100,230,35264,100000,326300000,0.3516819571865443,0.3246697049210514,0.3333333333333333,4,4
85,0,1_5_7,1,5,100,5,100,253,34209,100000,326300000,0.38685015290519875,0.31495649772130924,0.3333333333333333,3,3
85,0,1_5_7,2,7,100,7,100,171,39142,100000,326300000,0.26146788990825687,0.36037379735763936,0.3333333333333333,2,2
86,25,1_5_7,0,1,100,1,100,225,37824,100000,349900000,0.3440366972477064,0.3278921589874734,0.3333333333333333,2,2
86,25,1_5_7,1,5,100,5,100,204,39108,100000,349900000,0.3119266055045872,0.33902301590741624,0.3333333333333333,3,3
86,25,1_5_7,2,7,100,7,100,225,38423,100000,349900000,0.3440366972477064,0.33308482510511034,0.3333333333333333,4,4
87,50,1_5_7,0,1,100,1,100,146,21824,100000,225500000,0.22358346094946402,0.19006810541533853,0.2,4,4
87,50,1_5_7,1,5,100,5,200,245,46946,50000,225550000,0.37519142419601836,0.4088589294734459,0.4,3,3
87,50,1_5_7,2,7,100,7,200,262,46052,50000,225550000,0.4012251148545176,0.4010729651112156,0.4,2,2
88,75,1_5_7,0,1,100,1,100,109,15744,100000,167100000,0.16717791411042945,0.13597381398602607,0.14285714285714285,2,2
88,75,1_5_7,1,5,100,5,300,270,50123,33333,167098632,0.41411042944785276,0.4328897026436474,0.42857142857142855,3,3
88,75,1_5_7,2,7,100,7,300,273,49920,33333,167065301,0.4187116564417178,0.43113648337032656,0.42857142857142855,4,4
89,100,1_5_7,0,1,100,1,100,54,8768,100000,103700000,0.08269525267993874,0.07598973861193926,0.07692307692307693,4,4
89,100,1_5_7,1,5,100,5,500,262,43567,20000,103680000,0.4012251148545176,0.3775826804409623,0.38461538461538464,3,3
89,100,1_5_7,2,7,100,7,700,337,63049,14285,103667780,0.5160796324655437,0.5464275809470984,0.5384615384615384,2,2
90,0,2_6_11,0,2,100,2,100,243,36314,100000,329000000,0.3726993865030675,0.32110424348533484,0.3333333333333333,2,2
90,0,2_6_11,1,6,100,6,100,202,38492,100000,328900000,0.3098159509202454,0.34036307044769254,0.3333333333333333,3,3
90,0,2_6_11,2,11,100,11,100,207,38285,100000,328900000,0.3174846625766871,0.3385326860669726,0.3333333333333333,4,4
91,25,2_6_11,0,2,100,2,100,232,35901,100000,315000000,0.35802469135802467,0.32448481561822123,0.3333333333333333,4,4
91,25,2_6_11,1,6,100,6,100,203,37760,100000,315000000,0.3132716049382716,0.34128705712219815,0.3333333333333333,3,3
91,25,2_6_11,2,11,100,11,100,213,36979,100000,315100000,0.3287037037037037,0.3342281272595806,0.3333333333333333,2,2
92,50,2_6_11,0,2,100,2,100,108,18840,100000,177100000,0.1656441717791411,0.1654358497027599,0.16666666666666666,2,2
92,50,2_6_11,1,6,100,6,200,229,37632,50000,177050000,0.3512269938650307,0.33045020679481213,0.3333333333333333,3,3
92,50,2_6_11,2,11,100,11,300,315,57409,33333,177031879,0.4831288343558282,0.504113943502428,0.5,4,4
93,75,2_6_11,0,2,100,2,100,78,10688,100000,128400000,0.11981566820276497,0.11099456866023491,0.1111111111111111,4,4
93,75,2_6_11,1,6,100,6,300,216,31717,33333,128365702,0.3317972350230415,0.32938012108876036,0.3333333333333333,3,3
93,75,2_6_11,2,11,100,11,500,357,53888,20000,128360000,0.5483870967741935,0.5596253102510047,0.5555555555555556,2,2
94,100,2_6_11,0,2,100,2,200,71,11904,50000,79500000,0.10872894333843798,0.10399776348895723,0.10526315789473684,2,2
94,100,2_6_11,1,6,100,6,600,208,35881,16666,79514778,0.31852986217457885,0.31346973720995247,0.3157894736842105,3,3
94,100,2_6_11,2,11,100,11,1100,374,66679,9090,79504376,0.5727411944869831,0.5825324993010903,0.5789473684210527,4,4
95,0,3_8_13,0,3,100,3,100,210,38656,100000,340400000,0.3230769230769231,0.33707120559460074,0.3333333333333333,4,4
95,0,3_8_13,1,8,100,8,100,207,38699,100000,340400000,0.31846153846153846,0.33744615545595646,0.3333333333333333,3,3
95,0,3_8_13,2,13,100,13,100,233,37327,100000,340500000,0.35846153846153844,0.3254826389494428,0.3333333333333333,2,2
96,25,3_8_13,0,3,100,3,100,213,38400,100000,254200000,0.32819722650231126,0.335828727349052,0.3333333333333333,2,2
96,25,3_8_13,1,8,100,8,100,210,37974,100000,254100000,0.3235747303543914,0.33210312740502346,0.3333333333333333,3,3
96,25,3_8_13,2,13,100,13,100,226,37970,100000,254100000,0.34822804314329736,0.3320681452459246,0.3333333333333333,4,4
97,50,3_8_13,0,3,100,3,100,109,19302,100000,176900000,0.1674347158218126,0.1668121440485347,0.16666666666666666,4,4
97,50,3_8_13,1,8,100,8,200,217,38351,50000,176850000,0.3333333333333333,0.33143780625869623,0.3333333333333333,3,3
97,50,3_8_13,2,13,100,13,300,325,58058,33333,176881900,0.49923195084485406,0.501750049692769,0.5,2,2
98,75,3_8_13,0,3,100,3,100,54,10267,100000,116400000,0.08294930875576037,0.09167700975971284,0.09090909090909091,2,2
98,75,3_8_13,1,8,100,8,400,252,39987,25000,116350000,0.3870967741935484,0.35705547767231294,0.36363636363636365,3,3
98,75,3_8_13,2,13,100,13,600,345,61737,16666,116360038,0.5299539170506913,0.5512675125679742,0.5454545454545454,4,4
99,100,3_8_13,0,3,100,3,300,87,14336,33333,72532945,0.13221884498480244,0.12083716147304006,0.125,4,4
99,100,3_8_13,1,8,100,8,800,218,40189,12500,72612499,0.331306990881459,0.3387503266210942,0.3333333333333333,3,3
99,100,3_8_13,2,13,100,13,1300,353,64114,7692,72606151,0.5364741641337386,0.5404125119058657,0.5416666666666666,2,2
100,0,1_2_3,0,1,100,1,100,215,38336,100000,357300000,0.3287461773700306,0.3326016605790337,0.3333333333333333,2,2
100,0,1_2_3,1,2,100,2,100,222,38408,100000,357200000,0.3394495412844037,0.333226329808001,0.3333333333333333,3,3
100,0,1_2_3,2,3,100,3,100,217,38517,100000,357200000,0.3318042813455658,0.33417200961296534,0.3333333333333333,4,4
101,25,1_2_3,0,1,100,1,100,244,37440,100000,356000000,0.37251908396946565,0.3240548400498546,0.3333333333333333,4,4
101,25,1_2_3,1,2,100,2,100,251,36317,100000,356000000,0.383206106870229,0.3143349259105387,0.3333333333333333,3,3
101,25,1_2_3,2,3,100,3,100,160,41779,100000,356100000,0.24427480916030533,0.3616102340396067,0.3333333333333333,2,2
102,50,1_2_3,0,1,100,1,100,225,36416,100000,343200000,0.3429878048780488,0.33429722857169086,0.3333333333333333,2,2
102,50,1_2_3,1,2,100,2,100,214,36518,100000,343100000,0.32621951219512196,0.3352335839460953,0.3333333333333333,3,3
102,50,1_2_3,2,3,100,3,100,217,35999,100000,343100000,0.3307926829268293,0.3304691874822138,0.3333333333333333,4,4
103,75,1_2_3,0,1,100,1,100,230,37952,100000,348000000,0.3511450381679389,0.32675833211361466,0.3333333333333333,4,4
103,75,1_2_3,1,2,100,2,100,248,36636,100000,348000000,0.3786259541984733,0.3154278629667576,0.3333333333333333,3,3
103,75,1_2_3,2,3,100,3,100,177,41559,100000,348100000,0.27022900763358776,0.3578138049196277,0.3333333333333333,2,2
104,100,1_2_3,0,1,100,1,100,104,18176,100000,197100000,0.15877862595419848,0.16708493054981016,0.16666666666666666,2,2
104,100,1_2_3,1,2,100,2,200,223,36579,50000,197100000,0.34045801526717556,0.3362565842089297,0.3333333333333333,3,3
104,100,1_2_3,2,3,100,3,300,328,54028,33333,197065054,0.500763358778626,0.4966584852412601,0.5,4,4
105,0,1_3_5,0,1,100,1,100,228,36992,100000,348000000,0.34915773353751917,0.325547830678518,0.3333333333333333,4,4
105,0,1_3_5,1,3,100,3,100,216,37558,100000,348000000,0.33078101071975496,0.33052890961893866,0.3333333333333333,3,3
105,0,1_3_5,2,5,100,5,100,209,39080,100000,348000000,0.32006125574272587,0.34392325970254334,0.3333333333333333,2,2
106,25,1_3_5,0,1,100,1,100,204,38144,100000,330800000,0.3119266055045872,0.33768004320151557,0.3333333333333333,2,2
106,25,1_3_5,1,3,100,3,100,197,39323,100000,330700000,0.3012232415902141,0.3481174585469064,0.3333333333333333,3,3
106,25,1_3_5,2,5,100,5,100,253,35492,100000,330700000,0.38685015290519875,0.31420249825157803,0.3333333333333333,4,4
107,50,1_3_5,0,1,100,1,100,148,27776,100000,265400000,0.22595419847328244,0.2600432531620683,0.25,4,4
107,50,1_3_5,1,3,100,3,100,160,27200,100000,265400000,0.24427480916030533,0.2546506511379701,0.25,3,3
107,50,1_3_5,2,5,100,5,200,347,51837,50000,265400000,0.5297709923664122,0.48530609569996164,0.5,2,2
108,75,1_3_5,0,1,100,1,100,119,24384,100000,234400000,0.1819571865443425,0.2087135153642044,0.2,2,2
108,75,1_3_5,1,3,100,3,100,146,22270,100000,234400000,0.22324159021406728,0.19061884789865616,0.2,3,3
108,75,1_3_5,2,5,100,5,300,389,70176,33333,234398026,0.5948012232415902,0.6006676367371394,0.6,4,4
109,100,1_3_5,0,1,100,1,100,65,13184,100000,142600000,0.0995405819295559,0.11258657056728806,0.1111111111111111,4,4
109,100,1_3_5,1,3,100,3,300,202,39532,33333,142598947,0.3093415007656968,0.33758891896738713,0.3333333333333333,3,3
109,100,1_3_5,2,5,100,5,500,386,64385,20000,142600000,0.5911179173047473,0.5498245104653248,0.5555555555555556,2,2
110,0,1_5_7,0,1,100,1,100,226,36609,100000,361700000,0.34662576687116564,0.3252947814574244,0.3333333333333333,2,2
110,0,1_5_7,1,5,100,5,100,208,38464,100000,361600000,0.31901840490797545,0.34177766325161496,0.3333333333333333,3,3
110,0,1_5_7,2,7,100,7,100,218,37468,100000,361600000,0.3343558282208589,0.33292755529096063,0.3333333333333333,4,4
111,25,1_5_7,0,1,100,1,100,224,37056,100000,346900000,0.34408602150537637,0.3290941385435169,0.3333333333333333,4,4
111,25,1_5_7,1,5,100,5,100,236,36367,100000,346900000,0.36251920122887865,0.32297513321492005,0.3333333333333333,3,3
111,25,1_5_7,2,7,100,7,100,191,39177,100000,347000000,0.29339477726574503,0.34793072824156307,0.3333333333333333,2,2
112,50,1_5_7,0,1,100,1,100,145,19968,100000,220400000,0.222052067381317,0.1898207122079206,0.2,2,2
112,50,1_5_7,1,5,100,5,200,231,44096,50000,220350000,0.3537519142419602,0.41918740612582467,0.4,3,3
112,50,1_5_7,2,7,100,7,200,277,41130,50000,220350000,0.4241960183767228,0.3909918816662547,0.4,4,4
113,75,1_5_7,0,1,100,1,100,113,15448,100000,174700000,0.17304747320061256,0.1331712657649503,0.14285714285714285,4,4
113,75,1_5_7,1,5,100,5,300,262,50896,33333,174731970,0.4012251148545176,0.43875483832035933,0.42857142857142855,3,3
113,75,1_5_7,2,7,100,7,300,278,49657,33333,174698641,0.42572741194486985,0.4280738959146904,0.42857142857142855,2,2
114,100,1_5_7,0,1,100,1,100,54,9088,100000,114000000,0.08256880733944955,0.07693023964514573,0.07692307692307693,2,2
114,100,1_5_7,1,5,100,5,500,246,45629,20000,113979999,0.3761467889908257,0.38625108987327844,0.38461538461538464,3,3
114,100,1_5_7,2,7,100,7,700,354,63416,14285,113981955,0.5412844036697247,0.5368186704815758,0.5384615384615384,4,4
115,0,2_6_11,0,2,100,2,100,225,35525,100000,318900000,0.3456221198156682,0.3261598068289279,0.3333333333333333,4,4
115,0,2_6_11,1,6,100,6,100,205,37440,100000,318900000,0.31490015360983103,0.34374167959676455,0.3333333333333333,3,3
115,0,2_6_11,2,11,100,11,100,221,35954,100000,319000000,0.33947772657450076,0.33009851357430753,0.3333333333333333,2,2
116,25,2_6_11,0,2,100,2,100,222,36795,100000,336800000,0.34049079754601225,0.3286676432756896,0.3333333333333333,2,2
116,25,2_6_11,1,6,100,6,100,237,36477,100000,336800000,0.36349693251533743,0.3258271402029441,0.3333333333333333,3,3
116,25,2_6_11,2,11,100,11,100,193,38680,100000,336800000,0.2960122699386503,0.3455052165213663,0.3333333333333333,4,4
117,50,2_6_11,0,2,100,2,100,104,18368,100000,185400000,0.15950920245398773,0.16631956391821656,0.16666666666666666,4,4
117,50,2_6_11,1,6,100,6,200,213,37325,50000,185400000,0.3266871165644172,0.3379724370234883,0.3333333333333333,3,3
117,50,2_6_11,2,11,100,11,300,335,54745,33333,185415213,0.5138036809815951,0.49570799905829516,0.5,2,2
118,75,2_6_11,0,2,100,2,100,76,12160,100000,141200000,0.11674347158218126,0.10912974413741733,0.1111111111111111,2,2
118,75,2_6_11,1,6,100,6,300,213,37575,33333,141165656,0.3271889400921659,0.3372162940759421,0.3333333333333333,3,3
118,75,2_6_11,2,11,100,11,500,362,61692,20000,141140000,0.5560675883256528,0.5536539617866406,0.5555555555555556,4,4
119,100,2_6_11,0,2,100,2,200,66,12581,50000,85900000,0.10030395136778116,0.10936766521202428,0.10526315789473684,4,4
119,100,2_6_11,1,6,100,6,600,189,37519,16666,86014842,0.2872340425531915,0.32615574525792373,0.3157894736842105,3,3
119,100,2_6_11,2,11,100,11,1100,403,64934,9090,86004536,0.6124620060790273,0.564476589530052,0.5789473684210527,2,2
120,0,3_8_13,0,3,100,3,100,197,39444,100000,344700000,0.3035439137134052,0.34397537302369385,0.3333333333333333,2,2
120,0,3_8_13,1,8,100,8,100,232,37175,100000,344700000,0.3574730354391371,0.32418833009217674,0.3333333333333333,3,3
120,0,3_8_13,2,13,100,13,100,220,38052,100000,344600000,0.3389830508474576,0.33183629688412936,0.3333333333333333,4,4
121,25,3_8_13,0,3,100,3,100,202,38891,100000,340900000,0.3102918586789555,0.3361220344842487,0.3333333333333333,4,4
121,25,3_8_13,1,8,100,8,100,220,38726,100000,340900000,0.3379416282642089,0.3346959941229852,0.3333333333333333,3,3
121,25,3_8_13,2,13,100,13,100,229,38088,100000,340900000,0.35176651305683565,0.32918197139276606,0.3333333333333333,2,2
122,50,3_8_13,0,3,100,3,100,112,19257,100000,193700000,0.1723076923076923,0.16583849326983527,0.16666666666666666,2,2
122,50,3_8_13,1,8,100,8,200,236,38058,50000,193650000,0.3630769230769231,0.32774998062332605,0.3333333333333333,3,3
122,50,3_8_13,2,13,100,13,300,302,58804,33333,193665146,0.4646153846153846,0.5064115261068387,0.5,4,4
123,75,3_8_13,0,3,100,3,100,50,11075,100000,127200000,0.07680491551459294,0.09349226314589858,0.09090909090909091,4,4
123,75,3_8_13,1,8,100,8,400,240,43031,25000,127175000,0.3686635944700461,0.3632564853662449,0.36363636363636365,3,3
123,75,3_8_13,2,13,100,13,600,361,64353,16666,127179918,0.554531490015361,0.5432512514878566,0.5454545454545454,2,2
124,100,3_8_13,0,3,100,3,300,80,14592,33333,81932932,0.1228878648233487,0.12343402387135521,0.125,2,2
124,100,3_8_13,1,8,100,8,800,223,39478,12500,81900000,0.3425499231950845,0.3339452024666503,0.3333333333333333,3,3
124,100,3_8_13,2,13,100,13,1300,348,64147,7692,81906103,0.5345622119815668,0.5426207736619945,0.5416666666666666,4,4
